Tarih,Ürün,Avrupa Birliği Birimi,AB Piyasa Fiyatı,AB Piyasa Fiyatı- Yüksek,AB Piyasa Fiyatı- Düşük,Dolar Kuru (Satış)
2020-01-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,602.25,602.5,602.0,5.9679
2020-01-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,619.5,619.75,619.25,5.9701
2020-01-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,629.5,629.75,629.25,5.9766
2020-01-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,627.0,627.25,626.75,5.9734
2020-01-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,627.0,627.25,626.75,5.9734
2020-01-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,627.0,627.25,626.75,5.9734
2020-01-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,617.5,617.75,617.25,5.9585
2020-01-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,609.75,610.0,609.5,5.9507
2019-12-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,609.75,610.0,609.5,5.9507
2019-12-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,614.5,614.75,614.25,5.9509
2019-12-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,625.25,625.5,625.0,5.9477
2019-12-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,625.25,625.5,625.0,5.9477
2019-12-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,625.25,625.5,625.0,5.9477
2019-12-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,614.25,614.5,614.0,5.9409
2019-12-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,614.25,614.5,614.0,5.94
2019-12-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,614.25,614.5,614.0,5.9471
2019-12-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,610.0,610.25,609.75,5.9398
2019-12-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,608.0,608.25,607.75,5.9222
2019-12-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,608.0,608.25,607.75,5.9222
2019-12-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,608.0,608.25,607.75,5.9222
2019-12-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,611.25,611.5,611.0,5.9359
2019-12-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.0,601.25,600.75,5.9097
2019-12-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,603.5,603.75,603.25,5.8664
2019-12-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,602.75,603.0,602.5,5.8449
2019-12-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.5,593.75,593.25,5.783
2019-12-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.5,593.75,593.25,5.783
2019-12-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.5,593.75,593.25,5.783
2019-12-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,585.5,585.75,585.25,5.798
2019-12-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,579.0,579.25,578.75,5.8086
2019-12-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,592.75,593.0,592.5,5.8092
2019-12-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,588.75,589.0,588.5,5.801
2019-12-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.5,586.75,586.25,5.7582
2019-12-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.5,586.75,586.25,5.7582
2019-12-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.5,586.75,586.25,5.7582
2019-12-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,588.75,589.0,588.5,5.7591
2019-12-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,587.0,587.25,586.75,5.7463
2019-12-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,572.75,573.0,572.5,5.7468
2019-12-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,579.75,580.0,579.5,5.7529
2019-12-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,582.75,583.0,582.5,5.7507
2019-11-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,582.75,583.0,582.5,5.7507
2019-11-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,582.75,583.0,582.5,5.7507
2019-11-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,615.25,615.5,615.0,5.7682
2019-11-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,611.5,611.75,611.25,5.7632
2019-11-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,622.0,622.25,621.75,5.7486
2019-11-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,618.75,619.0,618.5,5.7294
2019-11-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,622.5,622.75,622.25,5.7021
2019-11-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,622.5,622.75,622.25,5.7021
2019-11-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,622.5,622.75,622.25,5.7021
2019-11-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,624.25,624.5,624.0,5.6998
2019-11-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,613.0,613.25,612.75,5.7066
2019-11-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.75,594.0,593.5,5.7256
2019-11-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,588.75,589.0,588.5,5.7407
2019-11-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,604.0,604.25,603.75,5.7573
2019-11-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,604.0,604.25,603.75,5.7573
2019-11-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,604.0,604.25,603.75,5.7573
2019-11-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,597.0,597.25,596.75,5.7674
2019-11-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.5,601.75,601.25,5.7676
2019-11-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,592.75,593.0,592.5,5.7769
2019-11-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,592.25,592.5,592.0,5.7808
2019-11-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.5,601.75,601.25,5.7532
2019-11-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.5,601.75,601.25,5.7532
2019-11-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.5,601.75,601.25,5.7532
2019-11-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,606.25,606.5,606.0,5.747
2019-11-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,608.0,608.25,607.75,5.7584
2019-11-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,613.75,614.0,613.5,5.7386
2019-11-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,616.25,616.5,616.0,5.6934
2019-11-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.0,598.25,597.75,5.7291
2019-11-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.0,598.25,597.75,5.7291
2019-11-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.0,598.25,597.75,5.7291
2019-10-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.25,580.5,580.0,5.7186
2019-10-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.25,595.5,595.0,5.7466
2019-10-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,602.25,602.5,602.0,5.7688
2019-10-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.5,595.75,595.25,5.7688
2019-10-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,596.75,597.0,596.5,5.7688
2019-10-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,596.75,597.0,596.5,5.7688
2019-10-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,596.75,597.0,596.5,5.7688
2019-10-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.25,595.5,595.0,5.752
2019-10-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.25,580.5,580.0,5.7816
2019-10-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,574.5,574.75,574.25,5.8408
2019-10-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,565.5,565.75,565.25,5.8228
2019-10-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,574.5,574.75,574.25,5.7794
2019-10-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,574.5,574.75,574.25,5.7794
2019-10-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,574.5,574.75,574.25,5.7794
2019-10-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,568.0,568.25,567.75,5.8912
2019-10-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,571.0,571.25,570.75,5.9021
2019-10-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,569.75,570.0,569.5,5.8987
2019-10-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,561.75,562.0,561.5,5.9209
2019-10-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.0,586.25,585.75,5.8522
2019-10-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.0,586.25,585.75,5.8522
2019-10-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.0,586.25,585.75,5.8522
2019-10-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,577.75,578.0,577.5,5.881
2019-10-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,584.75,585.0,584.5,5.8381
2019-10-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,584.25,584.5,584.0,5.8265
2019-10-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,597.0,597.25,596.75,5.7446
2019-10-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.25,600.5,600.0,5.6997
2019-10-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.25,600.5,600.0,5.6997
2019-10-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.25,600.5,600.0,5.6997
2019-10-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,590.25,590.5,590.0,5.6956
2019-10-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,582.5,582.75,582.25,5.7383
2019-10-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.0,600.25,599.75,5.6855
2019-09-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.25,600.5,600.0,5.6539
2019-09-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,610.5,610.75,610.25,5.6693
2019-09-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,610.5,610.75,610.25,5.6693
2019-09-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,610.5,610.75,610.25,5.6693
2019-09-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,599.0,599.25,598.75,5.6761
2019-09-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.75,601.0,600.5,5.6984
2019-09-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,618.0,618.25,617.75,5.6845
2019-09-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,632.25,632.5,632.0,5.7286
2019-09-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,637.75,638.0,637.5,5.6991
2019-09-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,637.75,638.0,637.5,5.6991
2019-09-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,637.75,638.0,637.5,5.6991
2019-09-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,636.0,636.25,635.75,5.702
2019-09-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,631.75,632.0,631.5,5.6888
2019-09-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,642.75,643.0,642.5,5.733
2019-09-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,648.0,648.25,647.75,5.7228
2019-09-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,584.75,585.0,584.5,5.6767
2019-09-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,584.75,585.0,584.5,5.6767
2019-09-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,584.75,585.0,584.5,5.6767
2019-09-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,576.5,576.75,576.25,5.7387
2019-09-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,592.0,592.25,591.75,5.7815
2019-09-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,596.0,596.25,595.75,5.7671
2019-09-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,586.0,586.25,585.75,5.7318
2019-09-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.0,575.25,574.75,5.7035
2019-09-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.0,575.25,574.75,5.7035
2019-09-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.0,575.25,574.75,5.7035
2019-09-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,587.5,587.75,587.25,5.6848
2019-09-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,570.25,570.5,570.0,5.6758
2019-09-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,550.5,550.75,550.25,5.783
2019-09-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,552.0,552.25,551.75,5.8149
2019-09-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.8245
2019-08-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.8245
2019-08-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.8245
2019-08-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.25,593.5,593.0,5.8245
2019-08-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,593.75,594.0,593.5,5.8098
2019-08-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,577.0,577.25,576.75,5.8362
2019-08-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.8133
2019-08-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.7642
2019-08-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.7642
2019-08-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,575.5,575.75,575.25,5.7642
2019-08-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,581.0,581.25,580.75,5.7581
2019-08-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,579.0,579.25,578.75,5.7199
2019-08-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,566.0,566.25,565.75,5.7149
2019-08-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,566.5,566.75,566.25,5.5875
2019-08-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,565.75,566.0,565.5,5.5497
2019-08-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,565.75,566.0,565.5,5.5497
2019-08-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,565.75,566.0,565.5,5.5497
2019-08-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,566.75,567.0,566.5,5.5814
2019-08-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,570.25,570.5,570.0,5.4907
2019-08-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,603.0,603.25,602.75,5.4907
2019-08-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,582.25,582.5,582.0,5.4907
2019-08-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.75,581.0,580.5,5.4907
2019-08-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.75,581.0,580.5,5.4907
2019-08-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.75,581.0,580.5,5.4907
2019-08-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,570.75,571.0,570.5,5.4842
2019-08-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,559.0,559.25,558.75,5.4957
2019-08-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,590.0,590.25,589.75,5.5415
2019-08-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,600.0,600.25,599.75,5.566
2019-08-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,617.5,617.75,617.25,5.591
2019-08-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,617.5,617.75,617.25,5.591
2019-08-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,617.5,617.75,617.25,5.591
2019-08-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,626.5,626.75,626.25,5.5916
2019-07-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,653.75,654.0,653.5,5.5326
2019-07-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,641.75,642.0,641.5,5.581
2019-07-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,639.25,639.5,639.0,5.6373
2019-07-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,639.25,639.5,639.0,5.6665
2019-07-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,639.25,639.5,639.0,5.6665
2019-07-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,639.25,639.5,639.0,5.6665
2019-07-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,645.75,646.0,645.5,5.7093
2019-07-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,645.75,646.0,645.5,5.7238
2019-07-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,636.75,637.0,636.5,5.6886
2019-07-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,636.0,636.25,635.75,5.6786
2019-07-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,631.25,631.5,631.0,5.6417
2019-07-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,631.25,631.5,631.0,5.6417
2019-07-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,631.25,631.5,631.0,5.6417
2019-07-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,626.25,626.5,626.0,5.7014
2019-07-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,643.5,643.75,643.25,5.7031
2019-07-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,665.25,665.5,665.0,5.713
2019-07-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,668.25,668.5,668.0,5.7019
2019-07-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,684.75,685.0,684.5,5.7019
2019-07-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,684.75,685.0,684.5,5.7019
2019-07-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,684.75,685.0,684.5,5.7019
2019-07-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,686.75,687.0,686.5,5.6767
2019-07-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,673.0,673.25,672.75,5.7485
2019-07-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,654.0,654.25,653.75,5.7225
2019-07-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,655.25,655.5,655.0,5.733
2019-07-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,647.5,647.75,647.25,5.6108
2019-07-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,647.5,647.75,647.25,5.6108
2019-07-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,647.5,647.75,647.25,5.6108
2019-07-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,641.25,641.5,641.0,5.6035
2019-07-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,633.25,633.5,633.0,5.6394
2019-07-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,628.5,628.75,628.25,5.6772
2019-07-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,637.5,637.75,637.25,5.6895
2019-06-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,642.0,642.25,641.75,5.7654
2019-06-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,642.0,642.25,641.75,5.7654
2019-06-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,642.0,642.25,641.75,5.7654
2019-06-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,643.5,643.75,643.25,5.7769
2019-06-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,645.5,645.75,645.25,5.7734
2019-06-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,625.75,626.0,625.5,5.8008
2019-06-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,613.75,614.0,613.5,5.7547
2019-06-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,621.75,622.0,621.5,5.802
2019-06-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,621.75,622.0,621.5,5.802
2019-06-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,621.75,622.0,621.5,5.802
2019-06-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,606.25,606.5,606.0,5.7414
2019-06-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,585.75,586.0,585.5,5.8624
2019-06-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,594.0,594.25,593.75,5.8515
2019-06-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,590.5,590.75,590.25,5.881
2019-06-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.25,598.5,598.0,5.8932
2019-06-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.25,598.5,598.0,5.8932
2019-06-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.25,598.5,598.0,5.8932
2019-06-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,598.75,599.0,598.5,5.8369
2019-06-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,597.0,597.25,596.75,5.8101
2019-06-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,607.75,608.0,607.5,5.7895
2019-06-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,601.5,601.75,601.25,5.8174
2019-06-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.75,596.0,595.5,5.8354
2019-06-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.75,596.0,595.5,5.8354
2019-06-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,595.75,596.0,595.5,5.8354
2019-06-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,580.5,580.75,580.25,5.8718
2019-06-05,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,579.0,579.25,578.75,5.8718
2019-06-04,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,590.75,591.0,590.5,5.8718
2019-06-03,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,589.75,590.0,589.5,5.8718
2019-06-02,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,612.0,612.25,611.75,5.8718
2019-06-01,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,612.0,612.25,611.75,5.8718
2019-05-31,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,612.0,612.25,611.75,5.8718
2019-05-30,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,648.5,648.75,648.25,5.9342
2019-05-29,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,653.75,654.0,653.5,6.0261
2019-05-28,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,669.75,670.0,669.5,6.0501
2019-05-27,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,655.25,655.5,655.0,6.0569
2019-05-26,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,655.25,655.5,655.0,6.0766
2019-05-25,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,655.25,655.5,655.0,6.0766
2019-05-24,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,655.25,655.5,655.0,6.0766
2019-05-23,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,649.5,649.75,649.25,6.1362
2019-05-22,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,682.25,682.5,682.0,6.0872
2019-05-21,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,693.5,693.75,693.25,6.0534
2019-05-20,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,697.0,697.25,696.75,6.0509
2019-05-19,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,690.5,690.75,690.25,6.0572
2019-05-18,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,690.5,690.75,690.25,6.0572
2019-05-17,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,690.5,690.75,690.25,6.0572
2019-05-16,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,691.0,691.25,690.75,6.0107
2019-05-15,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,674.0,674.25,673.75,6.0638
2019-05-14,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,662.25,662.5,662.0,6.0547
2019-05-13,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,663.75,664.0,663.5,6.0936
2019-05-12,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,665.5,665.75,665.25,6.1239
2019-05-11,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,665.5,665.75,665.25,6.1239
2019-05-10,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,665.5,665.75,665.25,6.1239
2019-05-09,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,654.75,655.0,654.5,6.2138
2019-05-08,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,656.0,656.25,655.75,6.1718
2019-05-07,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,653.0,653.25,652.75,6.1586
2019-05-06,Prem Unl 10 ppm CIF Med (Genova/Lavera),$/TON,680.5,680.75,680.25,6.0023
