Yıl,Tarih,USD ALIŞ,USD SATIŞ,EUR ALIŞ,EUR SATIŞ,GBP ALIŞ,GBP SATIŞ
2021,2021-07-30,8.4975,8.5128,10.0862,10.1043,11.8338,11.8955
2021,2021-07-31,,,,,,
2021,2021-08-01,,,,,,
2021,2021-08-02,8.4139,8.429,10.0084,10.0264,11.7308,11.792
2021,2021-08-03,8.385,8.4001,9.9677,9.9857,11.6457,11.7064
2021,2021-08-04,8.3229,8.3379,9.8906,9.9084,11.5643,11.6246
2021,2021-08-05,8.4193,8.4344,9.9891,10.0071,11.7123,11.7734
2021,2021-08-06,8.5262,8.5416,10.0976,10.1158,11.8463,11.908
2021,2021-08-07,,,,,,
2021,2021-08-08,,,,,,
2021,2021-08-09,8.5619,8.5773,10.1149,10.1331,11.8958,11.9578
2021,2021-08-10,8.6426,8.6582,10.1622,10.1805,11.9714,12.0338
2021,2021-08-11,8.6205,8.6361,10.1112,10.1294,11.9262,11.9884
2021,2021-08-12,8.6244,8.6399,10.1014,10.1195,11.8977,11.9598
2021,2021-08-13,8.5723,8.5877,10.064,10.0821,11.8612,11.9231
2021,2021-08-14,,,,,,
2021,2021-08-15,,,,,,
2021,2021-08-16,8.5359,8.5512,10.0251,10.0431,11.7644,11.8257
2021,2021-08-17,8.4681,8.4833,9.9762,9.9941,11.7146,11.7757
2021,2021-08-18,8.4141,8.4293,9.9022,9.9201,11.5906,11.651
2021,2021-08-19,8.4632,8.4784,9.9174,9.9353,11.6189,11.6795
2021,2021-08-20,8.5111,8.5264,9.9491,9.967,11.6324,11.6931
2021,2021-08-21,,,,,,
2021,2021-08-22,,,,,,
2021,2021-08-23,8.5254,8.5407,9.9551,9.973,11.5903,11.6508
2021,2021-08-24,8.4572,8.4724,9.9144,9.9323,11.5361,11.5962
2021,2021-08-25,8.4132,8.4283,9.8728,9.8906,11.5221,11.5822
2021,2021-08-26,8.3797,8.3948,9.8404,9.8581,11.4774,11.5372
2021,2021-08-27,8.3578,8.3729,9.8352,9.8529,11.4647,11.5245
2021,2021-08-28,,,,,,
2021,2021-08-29,,,,,,
2021,2021-08-30,,,,,,
2021,2021-08-31,8.3753,8.3903,9.8494,9.8671,11.4631,11.5228
2021,2021-09-01,8.3043,8.3192,9.8228,9.8405,11.4225,11.4821
2021,2021-09-02,8.2876,8.3025,9.791,9.8086,11.3819,11.4413
2021,2021-09-03,8.2633,8.2782,9.7911,9.8087,11.3749,11.4342
2021,2021-09-04,,,,,,
2021,2021-09-05,,,,,,
2021,2021-09-06,8.295,8.3099,9.8492,9.8669,11.452,11.5117
2021,2021-09-07,8.2767,8.2916,9.8199,9.8376,11.4368,11.4964
2021,2021-09-08,8.2981,8.313,9.8506,9.8684,11.4403,11.4999
2021,2021-09-09,8.4063,8.4214,9.9394,9.9573,11.5501,11.6103
2021,2021-09-10,8.4655,8.4808,10.0142,10.0322,11.6671,11.728
2021,2021-09-11,,,,,,
2021,2021-09-12,,,,,,
2021,2021-09-13,8.4044,8.4195,9.9478,9.9658,11.64,11.7007
2021,2021-09-14,8.4441,8.4593,9.9496,9.9675,11.6493,11.71
2021,2021-09-15,8.4314,8.4466,9.9615,9.9795,11.6686,11.7294
2021,2021-09-16,8.4272,8.4424,9.9616,9.9796,11.6333,11.6939
2021,2021-09-17,8.4402,8.4554,9.9382,9.9561,11.6476,11.7083
2021,2021-09-18,,,,,,
2021,2021-09-19,,,,,,
2021,2021-09-20,8.5678,8.5832,10.0921,10.1103,11.7976,11.8592
2021,2021-09-21,8.6648,8.6804,10.1467,10.165,11.8298,11.8914
2021,2021-09-22,8.6301,8.6456,10.1272,10.1454,11.7875,11.8489
2021,2021-09-23,8.6349,8.6505,10.1291,10.1473,11.7585,11.8198
2021,2021-09-24,8.6584,8.674,10.1456,10.1639,11.8191,11.8807
2021,2021-09-25,,,,,,
2021,2021-09-26,,,,,,
2021,2021-09-27,8.824,8.8399,10.3526,10.3712,12.0717,12.1346
2021,2021-09-28,8.8355,8.8514,10.3364,10.355,12.0759,12.1389
2021,2021-09-29,8.8585,8.8745,10.3486,10.3672,12.0686,12.1315
2021,2021-09-30,8.8433,8.8592,10.3135,10.3321,11.9292,11.9914
2021,2021-10-01,8.8785,8.8945,10.2933,10.3118,11.9175,11.9797
2021,2021-10-02,,,,,,
2021,2021-10-03,,,,,,
2021,2021-10-04,8.8469,8.8628,10.2484,10.2669,11.915,11.9771
2021,2021-10-05,8.8522,8.8682,10.2822,10.3008,11.9972,12.0597
2021,2021-10-06,8.8444,8.8603,10.2583,10.2768,12.0225,12.0851
2021,2021-10-07,8.9065,8.9226,10.2876,10.3062,12.0644,12.1273
2021,2021-10-08,8.8609,8.8769,10.2469,10.2654,12.0252,12.0879
2021,2021-10-09,,,,,,
2021,2021-10-10,,,,,,
2021,2021-10-11,8.8982,8.9142,10.2832,10.3018,12.0904,12.1534
2021,2021-10-12,8.9367,8.9528,10.3398,10.3584,12.1689,12.2323
2021,2021-10-13,8.9996,9.0158,10.4026,10.4213,12.2237,12.2874
2021,2021-10-14,9.0222,9.0384,10.4268,10.4455,12.2703,12.3343
2021,2021-10-15,9.1416,9.158,10.612,10.6311,12.5098,12.5751
2021,2021-10-16,,,,,,
2021,2021-10-17,,,,,,
2021,2021-10-18,9.1993,9.2159,10.6785,10.6978,12.6071,12.6729
2021,2021-10-19,9.2667,9.2834,10.7375,10.7568,12.7042,12.7705
2021,2021-10-20,9.2845,9.3012,10.8237,10.8432,12.7928,12.8595
2021,2021-10-21,9.314,9.3307,10.8308,10.8503,12.8022,12.8689
2021,2021-10-22,9.2857,9.3024,10.8108,10.8303,12.799,12.8657
2021,2021-10-23,,,,,,
2021,2021-10-24,,,,,,
2021,2021-10-25,9.586,9.6033,11.1566,11.1767,13.199,13.2678
2021,2021-10-26,9.7362,9.7537,11.3283,11.3487,13.3814,13.4512
2021,2021-10-27,9.4575,9.4745,10.9812,11.001,13.0228,13.0907
2021,2021-10-28,9.4813,9.4984,10.998,11.0179,13.0023,13.0701
2021,2021-10-29,,,,,,
2021,2021-10-30,,,,,,
2021,2021-10-31,,,,,,
2021,2021-11-01,9.4813,9.4984,10.998,11.0179,13.0023,13.0701
2021,2021-11-02,9.5287,9.5458,11.0216,11.0415,12.9943,13.0621
2021,2021-11-03,9.5171,9.5342,11.0413,11.0612,12.9644,13.032
2021,2021-11-04,9.657,9.6744,11.1892,11.2094,13.1399,13.2084
2021,2021-11-05,9.6884,9.7059,11.199,11.2192,13.1956,13.2644
2021,2021-11-06,,,,,,
2021,2021-11-07,,,,,,
2021,2021-11-08,9.7,9.7175,11.1995,11.2197,13.0355,13.1034
2021,2021-11-09,9.6848,9.7022,11.2013,11.2215,13.0434,13.1114
2021,2021-11-10,9.7029,9.7204,11.2469,11.2672,13.1513,13.2198
2021,2021-11-11,9.7812,9.7988,11.3156,11.336,13.2194,13.2883
2021,2021-11-12,9.917,9.9349,11.3726,11.393,13.2646,13.3337
2021,2021-11-13,,,,,,
2021,2021-11-14,,,,,,
2021,2021-11-15,9.9105,9.9283,11.3448,11.3653,13.2486,13.3177
2021,2021-11-16,9.9804,9.9984,11.4282,11.4488,13.3758,13.4456
2021,2021-11-17,10.1671,10.1854,11.5606,11.5814,13.6541,13.7253
2021,2021-11-18,10.3993,10.418,11.7627,11.7839,13.9566,14.0294
2021,2021-11-19,10.6963,10.7155,12.1224,12.1443,14.4111,14.4862
2021,2021-11-20,,,,,,
2021,2021-11-21,,,,,,
2021,2021-11-22,11.0266,11.0465,12.4815,12.504,14.8155,14.8927
2021,2021-11-23,11.1712,11.1913,12.5938,12.6165,14.9805,15.0586
2021,2021-11-24,12.1556,12.1775,13.6789,13.7035,16.2331,16.3178
2021,2021-11-25,12.6082,12.6309,14.1524,14.1779,16.8244,16.9121
2021,2021-11-26,12.0001,12.0217,13.464,13.4883,15.9749,16.0582
2021,2021-11-27,,,,,,
2021,2021-11-28,,,,,,
2021,2021-11-29,12.0786,12.1004,13.5971,13.6216,16.0528,16.1365
2021,2021-11-30,12.6595,12.6823,14.2793,14.305,16.8587,16.9466
2021,2021-12-01,12.9387,12.962,14.6798,14.7062,17.2354,17.3253
2021,2021-12-02,13.3363,13.3603,15.1049,15.1321,17.7259,17.8183
2021,2021-12-03,13.4067,13.4309,15.1838,15.2112,17.812,17.9049
2021,2021-12-04,,,,,,
2021,2021-12-05,,,,,,
2021,2021-12-06,13.6801,13.7048,15.4548,15.4826,18.1352,18.2298
2021,2021-12-07,13.774,13.7988,15.5503,15.5783,18.222,18.317
2021,2021-12-08,13.6667,13.6913,15.4101,15.4378,18.0992,18.1936
2021,2021-12-09,13.6241,13.6486,15.3754,15.4031,18.001,18.0949
2021,2021-12-10,13.7432,13.7679,15.5577,15.5858,18.1087,18.2032
2021,2021-12-11,,,,,,
2021,2021-12-12,,,,,,
2021,2021-12-13,13.8346,13.8596,15.6094,15.6375,18.2387,18.3338
2021,2021-12-14,14.2465,14.2721,16.0663,16.0953,18.8303,18.9285
2021,2021-12-15,14.1745,14.2,16.0096,16.0384,18.7122,18.8097
2021,2021-12-16,14.635,14.6613,16.494,16.5237,19.3747,19.4757
2021,2021-12-17,15.2118,15.2392,17.1957,17.2267,20.1644,20.2695
2021,2021-12-18,,,,,,
2021,2021-12-19,,,,,,
2021,2021-12-20,16.3358,16.3652,18.5044,18.5377,21.7046,21.8177
2021,2021-12-21,17.4731,17.5046,19.6788,19.7143,23.0334,23.1535
2021,2021-12-22,13.0226,13.0461,14.7024,14.7289,17.2084,17.2981
2021,2021-12-23,12.4535,12.476,14.0483,14.0736,16.5162,16.6023
2021,2021-12-24,11.4508,11.4714,12.9683,12.9917,15.3095,15.3893
2021,2021-12-25,,,,,,
2021,2021-12-26,,,,,,
2021,2021-12-27,11.7278,11.7489,13.2926,13.3166,15.6985,15.7803
2021,2021-12-28,11.39,11.4105,12.8903,12.9135,15.2412,15.3207
2021,2021-12-29,11.8302,11.8515,13.4,13.4241,15.8766,15.9593
2021,2021-12-30,12.2219,12.2439,13.8011,13.8259,16.38,16.4654
2021,2021-12-31,12.9775,13.0009,14.6823,14.7088,17.453,17.544
2022,2022-01-01,,,,,,
2022,2022-01-02,,,,,,
2022,2022-01-03,13.329,13.353,15.0867,15.1139,17.9667,18.0604
2022,2022-01-04,13.4221,13.4463,15.2342,15.2616,18.1055,18.1999
2022,2022-01-05,13.1873,13.211,14.8902,14.917,17.7619,17.8545
2022,2022-01-06,13.3687,13.3928,15.1137,15.1409,18.0669,18.1611
2022,2022-01-07,13.6352,13.6598,15.4105,15.4383,18.397,18.4929
2022,2022-01-08,,,,,,
2022,2022-01-09,,,,,,
2022,2022-01-10,13.7526,13.7774,15.5501,15.5781,18.5989,18.6958
2022,2022-01-11,13.7195,13.7442,15.5443,15.5723,18.6072,18.7042
2022,2022-01-12,13.7314,13.7562,15.5689,15.597,18.6418,18.739
2022,2022-01-13,13.7209,13.7456,15.5908,15.6189,18.67,18.7673
2022,2022-01-14,13.54,13.5644,15.5177,15.5457,18.5599,18.6566
2022,2022-01-15,,,,,,
2022,2022-01-16,,,,,,
2022,2022-01-17,13.5054,13.5298,15.4799,15.5078,18.5101,18.6066
2022,2022-01-18,13.4788,13.5031,15.394,15.4217,18.4021,18.498
2022,2022-01-19,13.5109,13.5352,15.395,15.4227,18.3819,18.4777
2022,2022-01-20,13.5703,13.5947,15.3848,15.4125,18.4387,18.5348
2022,2022-01-21,13.4431,13.4673,15.2577,15.2852,18.2821,18.3775
2022,2022-01-22,,,,,,
2022,2022-01-23,,,,,,
2022,2022-01-24,13.402,13.4261,15.1892,15.2166,18.1574,18.2521
2022,2022-01-25,13.3846,13.4087,15.1506,15.1779,18.0694,18.1636
2022,2022-01-26,13.5,13.5243,15.2425,15.27,18.1596,18.2543
2022,2022-01-27,13.5029,13.5272,15.2404,15.2678,18.2062,18.3011
2022,2022-01-28,13.5932,13.6177,15.2159,15.2433,18.2046,18.2995
2022,2022-01-29,,,,,,
2022,2022-01-30,,,,,,
2022,2022-01-31,13.6066,13.6311,15.1536,15.1809,18.1861,18.2809
2022,2022-02-01,13.4015,13.4257,14.9676,14.9946,17.9683,18.062
2022,2022-02-02,13.367,13.391,15.0503,15.0774,17.9908,18.0846
2022,2022-02-03,13.4287,13.4529,15.1653,15.1926,18.1535,18.2482
2022,2022-02-04,13.5543,13.5787,15.3002,15.3278,18.3425,18.4381
2022,2022-02-05,,,,,,
2022,2022-02-06,,,,,,
2022,2022-02-07,13.5336,13.558,15.5162,15.5441,18.3391,18.4347
2022,2022-02-08,13.5429,13.5673,15.4812,15.509,18.2807,18.376
2022,2022-02-09,13.616,13.6406,15.5412,15.5692,18.4061,18.502
2022,2022-02-10,13.5675,13.5919,15.5002,15.5281,18.3765,18.4723
2022,2022-02-11,13.5322,13.5566,15.4713,15.4991,18.3151,18.4106
2022,2022-02-12,,,,,,
2022,2022-02-13,,,,,,
2022,2022-02-14,13.4933,13.5176,15.3674,15.3951,18.2544,18.3495
2022,2022-02-15,13.5378,13.5622,15.327,15.3546,18.2728,18.3681
2022,2022-02-16,13.6032,13.6277,15.4218,15.4496,18.3942,18.4901
2022,2022-02-17,13.6154,13.6399,15.4927,15.5207,18.4319,18.528
2022,2022-02-18,13.6035,13.628,15.462,15.4899,18.4676,18.5639
2022,2022-02-19,,,,,,
2022,2022-02-20,,,,,,
2022,2022-02-21,13.6118,13.6363,15.4745,15.5024,18.5103,18.6068
2022,2022-02-22,13.6123,13.6369,15.4651,15.4929,18.521,18.6176
2022,2022-02-23,13.7447,13.7695,15.5648,15.5928,18.6243,18.7214
2022,2022-02-24,13.7849,13.8097,15.6358,15.664,18.7153,18.8129
2022,2022-02-25,14.2324,14.258,15.9627,15.9914,19.1082,19.2078
2022,2022-02-26,,,,,,
2022,2022-02-27,,,,,,
2022,2022-02-28,14.0395,14.0648,15.7097,15.738,18.7694,18.8673
2022,2022-03-01,13.8286,13.8535,15.4724,15.5002,18.474,18.5703
2022,2022-03-02,13.8854,13.9104,15.5556,15.5836,18.5961,18.693
2022,2022-03-03,14.0386,14.0639,15.5729,15.601,18.6493,18.7465
2022,2022-03-04,14.112,14.1374,15.6521,15.6803,18.8607,18.9591
2022,2022-03-05,,,,,,
2022,2022-03-06,,,,,,
2022,2022-03-07,14.1766,14.2021,15.6017,15.6298,18.84,18.9382
2022,2022-03-08,14.3012,14.327,15.5309,15.5589,18.8178,18.9159
2022,2022-03-09,14.4728,14.4989,15.7502,15.7786,18.9437,19.0425
2022,2022-03-10,14.6061,14.6324,15.9918,16.0207,19.1576,19.2574
2022,2022-03-11,14.7435,14.77,16.2842,16.3135,19.3844,19.4854
2022,2022-03-12,,,,,,
2022,2022-03-13,,,,,,
2022,2022-03-14,14.9042,14.9311,16.3758,16.4053,19.4655,19.567
2022,2022-03-15,14.7624,14.789,16.1627,16.1918,19.2105,19.3107
2022,2022-03-16,14.7503,14.7769,16.217,16.2462,19.1976,19.2977
2022,2022-03-17,14.6758,14.7022,16.1254,16.1545,19.1368,19.2366
2022,2022-03-18,14.6697,14.6961,16.2065,16.2357,19.3043,19.4049
2022,2022-03-19,,,,,,
2022,2022-03-20,,,,,,
2022,2022-03-21,14.764,14.7906,16.3261,16.3555,19.3724,19.4734
2022,2022-03-22,14.816,14.8427,16.3668,16.3963,19.4454,19.5468
2022,2022-03-23,14.8041,14.8308,16.2734,16.3028,19.473,19.5745
2022,2022-03-24,14.8063,14.833,16.2985,16.3279,19.564,19.666
2022,2022-03-25,14.8234,14.8501,16.2825,16.3118,19.5109,19.6126
2022,2022-03-26,,,,,,
2022,2022-03-27,,,,,,
2022,2022-03-28,14.8068,14.8334,16.3136,16.343,19.4913,19.593
2022,2022-03-29,14.8221,14.8488,16.262,16.2913,19.4497,19.5511
2022,2022-03-30,14.7933,14.8199,16.3117,16.3411,19.3392,19.44
2022,2022-03-31,14.6458,14.6722,16.3086,16.338,19.2129,19.313
2022,2022-04-01,14.6371,14.6635,16.2855,16.3148,19.1807,19.2807
2022,2022-04-02,,,,,,
2022,2022-04-03,,,,,,
2022,2022-04-04,14.6609,14.6873,16.2145,16.2437,19.2161,19.3163
2022,2022-04-05,14.6862,14.7127,16.1796,16.2087,19.2257,19.3259
2022,2022-04-06,14.6955,14.722,16.1262,16.1552,19.2635,19.364
2022,2022-04-07,14.7176,14.7441,16.0543,16.0833,19.2205,19.3207
2022,2022-04-08,14.7289,14.7555,16.0523,16.0812,19.2342,19.3345
2022,2022-04-09,,,,,,
2022,2022-04-10,,,,,,
2022,2022-04-11,14.7213,14.7478,16.0012,16.03,19.1645,19.2644
2022,2022-04-12,14.7162,14.7427,16.0497,16.0787,19.1417,19.2415
2022,2022-04-13,14.6633,14.6897,15.933,15.9617,19.0482,19.1475
2022,2022-04-14,14.5604,14.5866,15.7713,15.7997,18.8964,18.9949
2022,2022-04-15,14.5933,14.6196,15.9114,15.9401,19.1323,19.232
2022,2022-04-16,,,,,,
2022,2022-04-17,,,,,,
2022,2022-04-18,14.6181,14.6444,15.8056,15.8341,19.0706,19.17
2022,2022-04-19,14.6252,14.6515,15.7912,15.8196,19.0113,19.1104
2022,2022-04-20,14.6343,14.6607,15.801,15.8295,19.0261,19.1253
2022,2022-04-21,14.6424,14.6688,15.8633,15.8919,19.0507,19.15
2022,2022-04-22,14.6605,14.6869,15.9909,16.0197,19.1189,19.2185
2022,2022-04-23,,,,,,
2022,2022-04-24,,,,,,
2022,2022-04-25,14.7068,14.7333,15.9017,15.9304,18.9495,19.0483
2022,2022-04-26,14.7439,14.7705,15.8262,15.8547,18.7454,18.8431
2022,2022-04-27,14.767,14.7936,15.7779,15.8063,18.744,18.8417
2022,2022-04-28,14.7962,14.8229,15.6941,15.7224,18.5696,18.6664
2022,2022-04-29,14.7798,14.8064,15.5448,15.5728,18.4517,18.5479
2022,2022-04-30,,,,,,
2022,2022-05-01,,,,,,
2022,2022-05-02,,,,,,
2022,2022-05-03,,,,,,
2022,2022-05-04,,,,,,
2022,2022-05-05,14.7852,14.8118,15.6139,15.642,18.5317,18.6283
2022,2022-05-06,14.8313,14.858,15.7054,15.7337,18.5428,18.6394
2022,2022-05-07,,,,,,
2022,2022-05-08,,,,,,
2022,2022-05-09,14.8978,14.9247,15.7147,15.743,18.3393,18.4349
2022,2022-05-10,14.974,15.001,15.7587,15.7871,18.399,18.495
2022,2022-05-11,15.1926,15.2199,16.0374,16.0663,18.7051,18.8026
2022,2022-05-12,15.2882,15.3157,16.133,16.1621,18.8562,18.9545
2022,2022-05-13,15.3526,15.3802,16.0354,16.0643,18.6918,18.7892
2022,2022-05-14,,,,,,
2022,2022-05-15,,,,,,
2022,2022-05-16,15.4378,15.4656,16.0455,16.0744,18.804,18.902
2022,2022-05-17,15.5639,15.5919,16.2166,16.2458,19.0167,19.1159
2022,2022-05-18,15.7886,15.8171,16.5628,16.5926,19.6206,19.7229
2022,2022-05-19,,,,,,
2022,2022-05-20,15.9205,15.9492,16.7425,16.7727,19.7183,19.8211
2022,2022-05-21,,,,,,
2022,2022-05-22,,,,,,
2022,2022-05-23,15.9249,15.9536,16.8483,16.8786,19.8372,19.9406
2022,2022-05-24,15.8494,15.878,16.8698,16.9002,19.8901,19.9938
2022,2022-05-25,16.0846,16.1135,17.2255,17.2565,20.1116,20.2165
2022,2022-05-26,16.267,16.2963,17.366,17.3973,20.3254,20.4314
2022,2022-05-27,16.3681,16.3975,17.5101,17.5417,20.5722,20.6794
2022,2022-05-28,,,,,,
2022,2022-05-29,,,,,,
2022,2022-05-30,16.3479,16.3773,17.527,17.5585,20.5837,20.691
2022,2022-05-31,16.3562,16.3857,17.6019,17.6336,20.6338,20.7414
2022,2022-06-01,16.3876,16.4171,17.5702,17.6019,20.612,20.7195
2022,2022-06-02,16.4127,16.4423,17.5916,17.6233,20.6236,20.7311
2022,2022-06-03,16.439,16.4686,17.57,17.6017,20.5782,20.6855
2022,2022-06-04,,,,,,
2022,2022-06-05,,,,,,
2022,2022-06-06,16.4765,16.5062,17.7066,17.7385,20.6759,20.7837
2022,2022-06-07,16.5588,16.5887,17.7785,17.8105,20.7582,20.8664
2022,2022-06-08,16.7084,16.7385,17.8408,17.873,20.8323,20.9409
2022,2022-06-09,17.0925,17.1232,18.2931,18.326,21.4047,21.5163
2022,2022-06-10,17.1985,17.2295,18.43,18.4633,21.4999,21.612
2022,2022-06-11,,,,,,
2022,2022-06-12,,,,,,
2022,2022-06-13,17.0589,17.0896,18.0924,18.125,21.2223,21.333
2022,2022-06-14,17.2344,17.2654,18.0353,18.0678,21.0141,21.1237
2022,2022-06-15,17.2343,17.2653,18.0055,18.0379,20.864,20.9728
2022,2022-06-16,17.2568,17.2879,18.0818,18.1144,20.801,20.9094
2022,2022-06-17,17.288,17.3191,17.984,18.0164,20.9292,21.0383
2022,2022-06-18,,,,,,
2022,2022-06-19,,,,,,
2022,2022-06-20,17.2905,17.3216,18.173,18.2057,21.2148,21.3254
2022,2022-06-21,17.3113,17.3425,18.2219,18.2547,21.1611,21.2714
2022,2022-06-22,17.3168,17.348,18.2799,18.3128,21.2428,21.3535
2022,2022-06-23,17.3301,17.3613,18.2142,18.247,21.1595,21.2698
2022,2022-06-24,17.347,17.3782,18.2455,18.2784,21.1432,21.2534
2022,2022-06-25,,,,,,
2022,2022-06-26,,,,,,
2022,2022-06-27,17.3478,17.3791,18.2753,18.3083,21.2696,21.3805
2022,2022-06-28,16.646,16.676,17.6057,17.6375,20.4246,20.5311
2022,2022-06-29,16.6189,16.6488,17.5858,17.6175,20.3442,20.4503
2022,2022-06-30,16.669,16.6991,17.5221,17.5536,20.2527,20.3583
2022,2022-07-01,16.6614,16.6914,17.3701,17.4014,20.1752,20.2804
2022,2022-07-02,,,,,,
2022,2022-07-03,,,,,,
2022,2022-07-04,16.7155,16.7456,17.4703,17.5018,20.1631,20.2682
2022,2022-07-05,16.7935,16.8237,17.5322,17.5638,20.3311,20.4371
2022,2022-07-06,16.9369,16.9674,17.5036,17.5351,20.3737,20.4799
2022,2022-07-07,17.1818,17.2128,17.5783,17.61,20.4812,20.588
2022,2022-07-08,17.2601,17.2912,17.5988,17.6305,20.6267,20.7343
2022,2022-07-09,,,,,,
2022,2022-07-10,,,,,,
2022,2022-07-11,,,,,,
2022,2022-07-12,,,,,,
2022,2022-07-13,17.2601,17.2912,17.5988,17.6305,20.6267,20.7343
2022,2022-07-14,17.3913,17.4226,17.4693,17.5007,20.676,20.7838
2022,2022-07-15,,,,,,
2022,2022-07-16,,,,,,
2022,2022-07-17,,,,,,
2022,2022-07-18,17.4581,17.4896,17.4977,17.5292,20.6437,20.7513
2022,2022-07-19,17.4635,17.495,17.7083,17.7402,20.8428,20.9515
2022,2022-07-20,17.5425,17.5741,17.9559,17.9883,21.0342,21.1438
2022,2022-07-21,17.5605,17.5922,17.9549,17.9873,21.0309,21.1406
2022,2022-07-22,17.6282,17.6599,17.966,17.9984,21.0285,21.1381
2022,2022-07-23,,,,,,
2022,2022-07-24,,,,,,
2022,2022-07-25,17.711,17.7429,18.0087,18.0412,21.1382,21.2484
2022,2022-07-26,17.8011,17.8331,18.1927,18.2255,21.3762,21.4876
2022,2022-07-27,17.8335,17.8656,18.16,18.1927,21.3977,21.5093
2022,2022-07-28,17.8701,17.9023,18.1286,18.1613,21.5111,21.6232
2022,2022-07-29,17.9044,17.9367,18.2176,18.2504,21.7198,21.833
2022,2022-07-30,,,,,,
2022,2022-07-31,,,,,,
2022,2022-08-01,17.8939,17.9261,18.2977,18.3307,21.767,21.8805
2022,2022-08-02,17.9254,17.9577,18.3644,18.3975,21.8731,21.9871
2022,2022-08-03,17.9327,17.965,18.3502,18.3833,21.8574,21.9713
2022,2022-08-04,17.9358,17.9681,18.2593,18.2922,21.8086,21.9223
2022,2022-08-05,17.935,17.9673,18.2617,18.2946,21.7615,21.875
2022,2022-08-06,,,,,,
2022,2022-08-07,,,,,,
2022,2022-08-08,17.9362,17.9685,18.3515,18.3845,21.7489,21.8623
2022,2022-08-09,17.9393,17.9716,18.285,18.3179,21.6674,21.7804
2022,2022-08-10,17.9319,17.9642,18.3329,18.3659,21.6676,21.7806
2022,2022-08-11,17.9308,17.9631,18.3411,18.3742,21.6503,21.7631
2022,2022-08-12,17.9356,17.9679,18.5263,18.5597,21.8826,21.9966
2022,2022-08-13,,,,,,
2022,2022-08-14,,,,,,
2022,2022-08-15,17.9366,17.9689,18.4687,18.502,21.776,21.8895
2022,2022-08-16,17.9411,17.9734,18.3238,18.3568,21.6511,21.764
2022,2022-08-17,17.942,17.9744,18.1958,18.2285,21.5532,21.6656
2022,2022-08-18,17.9411,17.9735,18.2487,18.2816,21.6724,21.7854
2022,2022-08-19,17.9688,18.0011,18.2694,18.3024,21.6063,21.7189
2022,2022-08-20,,,,,,
2022,2022-08-21,,,,,,
2022,2022-08-22,18.0767,18.1093,18.2093,18.2421,21.4329,21.5446
2022,2022-08-23,18.0988,18.1314,18.1184,18.151,21.3336,21.4448
2022,2022-08-24,18.1018,18.1345,17.9664,17.9988,21.258,21.3689
2022,2022-08-25,18.1176,18.1503,18.0113,18.0438,21.35,21.4613
2022,2022-08-26,18.1466,18.1793,18.138,18.1707,21.4463,21.5581
2022,2022-08-27,,,,,,
2022,2022-08-28,,,,,,
2022,2022-08-29,18.1564,18.1892,18.1354,18.1681,21.4104,21.522
2022,2022-08-30,,,,,,
2022,2022-08-31,18.1648,18.1975,18.0933,18.1259,21.1799,21.2903
2022,2022-09-01,18.1704,18.2031,18.1574,18.1901,21.1098,21.2199
2022,2022-09-02,18.1805,18.2132,18.2226,18.2554,21.0287,21.1383
2022,2022-09-03,,,,,,
2022,2022-09-04,,,,,,
2022,2022-09-05,18.2009,18.2337,18.1797,18.2125,21.0049,21.1144
2022,2022-09-06,18.205,18.2378,18.0545,18.087,20.8916,21.0006
2022,2022-09-07,18.2048,18.2376,18.1153,18.1479,21.0506,21.1603
2022,2022-09-08,18.214,18.2468,18.0378,18.0703,20.8685,20.9773
2022,2022-09-09,18.2195,18.2523,18.2218,18.2546,20.9424,21.0516
2022,2022-09-10,,,,,,
2022,2022-09-11,,,,,,
2022,2022-09-12,18.2189,18.2517,18.3622,18.3953,21.1148,21.2249
2022,2022-09-13,18.2187,18.2515,18.5041,18.5375,21.2454,21.3561
2022,2022-09-14,18.2205,18.2533,18.513,18.5463,21.3202,21.4314
2022,2022-09-15,18.2321,18.2649,18.2196,18.2525,20.9971,21.1065
2022,2022-09-16,18.2427,18.2755,18.2095,18.2423,20.9736,21.0829
2022,2022-09-17,,,,,,
2022,2022-09-18,,,,,,
2022,2022-09-19,18.2474,18.2802,18.1954,18.2281,20.7497,20.8579
2022,2022-09-20,18.2658,18.2987,18.2271,18.2599,20.7404,20.8486
2022,2022-09-21,18.2786,18.3115,18.3014,18.3344,20.8673,20.9761
2022,2022-09-22,18.2949,18.3279,18.1312,18.1638,20.7069,20.8148
2022,2022-09-23,18.3401,18.3732,18.0785,18.1111,20.6822,20.7901
2022,2022-09-24,,,,,,
2022,2022-09-25,,,,,,
2022,2022-09-26,18.3702,18.4033,17.9431,17.9755,20.4139,20.5203
2022,2022-09-27,18.4266,18.4598,17.7909,17.8229,19.7068,19.8095
2022,2022-09-28,18.4509,18.4842,17.7719,17.804,19.8833,19.9869
2022,2022-09-29,18.4862,18.5195,17.6711,17.7029,19.6738,19.7764
2022,2022-09-30,18.5038,18.5371,17.9232,17.9555,19.9995,20.1038
2022,2022-10-01,,,,,,
2022,2022-10-02,,,,,,
2022,2022-10-03,18.5187,18.5521,18.1395,18.1722,20.5816,20.6889
2022,2022-10-04,18.5397,18.5731,18.1474,18.1801,20.7316,20.8397
2022,2022-10-05,18.5447,18.5781,18.3233,18.3563,21.0376,21.1473
